"arvore";"dap";"ht";"hi";"dicc";"disc"
170;27,37;17,82;6,23;20,66;18,66
170;27,37;17,82;8,01;19,67;17,97
170;27,37;17,82;9,8;17,51;16,11
170;27,37;17,82;11,58;14,07;13,17
170;27,37;17,82;13,36;8,95;8,45
170;27,37;17,82;15,14;6,05;5,65
170;27,37;17,82;16,92;1,72;1,72
171;49,97;20,7;0,08;60,39;53,89
171;49,97;20,7;0,2;55,95;49,75
171;49,97;20,7;0,41;52,47;46,47
171;49,97;20,7;0,62;51,12;45,52
171;49,97;20,7;0,82;49,87;44,37
171;49,97;20,7;1,03;49,43;43,93
171;49,97;20,7;2,07;49,02;45,02
171;49,97;20,7;3,1;47,11;43,31
171;49,97;20,7;5,17;44,56;41,46
171;49,97;20,7;7,24;42,02;39,42
171;49,97;20,7;9,4;40,11;37,71
171;49,97;20,7;11,3;38,2;36,5
171;49,97;20,7;13,45;27,47;25,77
171;49,97;20,7;15,52;19,03;18,33
171;49,97;20,7;17,59;8,91;8,41
171;49,97;20,7;19,66;2,87;2,67
172;33,3;20,2;0,04;37,81;31,61
172;33,3;20,2;0,2;35,62;30,02
172;33,3;20,2;0,4;34,78;29,28
172;33,3;20,2;0,6;34,47;28,97
172;33,3;20,2;0,8;33,33;28,33
172;33,3;20,2;1,01;32,25;27,95
172;33,3;20,2;2,02;32,15;28,45
172;33,3;20,2;3,03;31,83;28,33
172;33,3;20,2;5,05;28,71;25,41
172;33,3;20,2;7,07;27,15;24,05
172;33,3;20,2;9,09;23,55;22,35
172;33,3;20,2;11,11;21,9;21
172;33,3;20,2;13,13;17,51;16,91
172;33,3;20,2;15,15;13,69;13,09
172;33,3;20,2;17,17;7,8;7,4
172;33,3;20,2;19,19;2,93;2,73
173;50,29;20,42;0,09;57,07;51,57
173;50,29;20,42;0,2;53,15;47,65
173;50,29;20,42;0,4;51,15;46,15
173;50,29;20,42;0,61;49,79;44,79
173;50,29;20,42;0,81;48,77;43,77
173;50,29;20,42;1,02;47,61;42,91
173;50,29;20,42;2,04;46,15;42,05
173;50,29;20,42;3,06;44,28;40,68
173;50,29;20,42;5,1;40,74;37,24
173;50,29;20,42;7,14;37,62;34,52
173;50,29;20,42;9,18;35,65;32,75
173;50,29;20,42;11,23;31,26;28,96
173;50,29;20,42;13,2;25,18;23,38
173;50,29;20,42;15,37;18,53;17,43
173;50,29;20,42;17,4;10,63;10,03
173;50,29;20,42;19,39;3,5;3,3
175;29,6;21;0,05;31,62;26,32
175;29,6;21;0,21;30,92;25,62
175;29,6;21;0,42;29,35;24,35
175;29,6;21;0,63;28,71;23,71
175;29,6;21;0,84;28,33;23,33
175;29,6;21;1,05;28,17;23,27
175;29,6;21;2,1;28,04;24,14
175;29,6;21;3,15;26,42;22,72
175;29,6;21;5,25;22,76;20,06
175;29,6;21;7,35;21,33;19,63
175;29,6;21;9,45;19,42;17,92
175;29,6;21;11,55;17,44;16,24
175;29,6;21;13,65;14,45;13,55
175;29,6;21;15,7;13,11;12,51
175;29,6;21;17,85;7,32;6,92
175;29,6;21;19,95;2,04;2,04
176;21,96;19,3;0;22,44;19,74
176;21,96;19,3;0,19;21,99;19,29
176;21,96;19,3;0,38;21,99;19,29
176;21,96;19,3;0,57;20,86;18,46
176;21,96;19,3;0,77;20,58;18,18
176;21,96;19,3;0,96;20,16;17,76
176;21,96;19,3;1,93;19,99;17,79
176;21,96;19,3;2,89;18,56;16,86
176;21,96;19,3;4,82;16,93;15,83
176;21,96;19,3;6,75;15,37;14,27
176;21,96;19,3;8,68;13,56;12,86
176;21,96;19,3;10,61;12,03;11,33
176;21,96;19,3;12,54;10,31;9,71
176;21,96;19,3;14,47;7,96;7,56
176;21,96;19,3;16,4;5,03;4,83
176;21,96;19,3;18,33;1,91;1,91
177;47,24;24,74;0,01;54,98;48,38
177;47,24;24,74;0,24;49,38;42,88
177;47,24;24,74;0,49;47,04;40,74
177;47,24;24,74;0,74;45,61;40,11
177;47,24;24,74;0,98;43,98;39,28
177;47,24;24,74;1,23;43,72;39,02
177;47,24;24,74;2,47;42,72;38,12
177;47,24;24,74;3,83;41,06;36,66
177;47,24;24,74;6,18;38,42;34,42
177;47,24;24,74;8,65;34,38;30,68
177;47,24;24,74;11,13;31,89;28,79
177;47,24;24,74;13,6;28,65;26,25
177;47,24;24,74;16,08;25,46;23,46
177;47,24;24,74;18,55;20,37;18,57
177;47,24;24,74;21,02;11,87;11,27
177;47,24;24,74;23,5;2,23;2,03
178;24,57;17;0,01;27,16;22,66
178;24,57;17;0,17;26,15;21,65
178;24,57;17;0,34;25,35;20,85
178;24,57;17;0,51;24,68;20,18
178;24,57;17;0,68;24,49;19,99
178;24,57;17;0,85;24,24;19,74
178;24,57;17;1,7;23,87;19,87
178;24,57;17;2,5;23,3;19,3
178;24,57;17;4,25;20,44;16,74
178;24,57;17;5,95;18,78;15,08
178;24,57;17;7,65;16,77;14,77
178;24,57;17;9,35;15,37;13,37
178;24,57;17;11,05;12,76;11,26
178;24,57;17;12,75;9,01;8,21
178;24,57;17;14,45;5,79;5,39
178;24,57;17;16,15;2,32;2,32
179;51,57;19,35;0,05;67,98;56,98
179;51,57;19,35;0,19;57,27;49,97
179;51,57;19,35;0,38;53,49;46,89
179;51,57;19,35;0,58;52,65;46,15
179;51,57;19,35;0,77;52,65;46,15
179;51,57;19,35;0,96;51,38;44,88
179;51,57;19,35;1,93;50,29;44,29
179;51,57;19,35;2,9;50,29;44,89
179;51,57;19,35;4,83;48,7;43,7
179;51,57;19,35;6,77;43,93;39,93
179;51,57;19,35;8,7;39,79;36,49
179;51,57;19,35;10,64;35,01;32,31
179;51,57;19,35;12,57;28,97;27,17
179;51,57;19,35;14,51;21,65;20,15
179;51,57;19,35;16,44;15,72;15,22
179;51,57;19,35;18,38;9,23;9,23
180;39,47;28,2;0,01;48,11;43,61
180;39,47;28,2;0,28;43,65;39,15
180;39,47;28,2;0,56;41,77;37,27
180;39,47;28,2;0,84;40,88;36,38
180;39,47;28,2;1,12;39,61;35,11
180;39,47;28,2;1,41;39,28;36,28
180;39,47;28,2;2,82;36,29;33,99
180;39,47;28,2;4,23;35,33;33,03
180;39,47;28,2;7,05;32,31;30,31
180;39,47;28,2;9,87;29,41;27,41
180;39,47;28,2;12,69;26,83;24,83
180;39,47;28,2;15,51;24,22;23,22
180;39,47;28,2;18,33;19,99;19,09
180;39,47;28,2;21,15;14,64;14,14
180;39,47;28,2;23,97;6,37;6,17
180;39,47;28,2;26,79;2,61;2,61
181;38,2;24,87;0,04;46,81;41,41
181;38,2;24,87;0,24;43,28;37,88
181;38,2;24,87;0,49;41,05;35,65
181;38,2;24,87;0,74;39,37;34,47
181;38,2;24,87;0,99;38,67;33,77
181;38,2;24,87;1,24;37,94;35,44
181;38,2;24,87;2,48;36,22;33,72
181;38,2;24,87;3,73;34,7;32,2
181;38,2;24,87;6,21;32,47;29,97
181;38,2;24,87;8,7;29,92;27,42
181;38,2;24,87;11,19;27,47;25,67
181;38,2;24,87;13,67;25,46;24,36
181;38,2;24,87;16,16;23,24;22,14
181;38,2;24,87;18,5;18,78;17,68
181;38,2;24,87;21,13;11,2;10,6
181;38,2;24,87;23,62;2,55;2,35
182;13,85;12,05;0,05;19,74;12,44
182;13,85;12,05;0,12;18,02;12,52
182;13,85;12,05;0,24;16,87;12,07
182;13,85;12,05;0,36;15,63;11,83
182;13,85;12,05;0,48;15,57;12,07
182;13,85;12,05;0,6;15,18;11,98
182;13,85;12,05;1,21;14,13;11,53
182;13,85;12,05;1,81;13,05;11,35
182;13,85;12,05;3,01;11,75;10,65
182;13,85;12,05;4,22;10,57;9,77
182;13,85;12,05;5,42;9,55;8,95
182;13,85;12,05;6,63;8,56;7,96
182;13,85;12,05;7,83;6,59;6,19
182;13,85;12,05;9,04;5,83;5,63
182;13,85;12,05;10,24;4,11;3,91
182;13,85;12,05;11,45;2,96;2,76
183;16,55;16,7;0,12;22,22;16,02
183;16,55;16,7;0,17;20,18;16,38
183;16,55;16,7;0,33;18,88;15,78
183;16,55;16,7;0,5;18,3;15,9
183;16,55;16,7;0,67;18,14;15,74
183;16,55;16,7;0,83;17,63;15,63
183;16,55;16,7;1,67;16,07;14,47
183;16,55;16,7;2,51;15,28;14,28
183;16,55;16,7;4,18;13,85;12,85
183;16,55;16,7;5,84;12,51;11,91
183;16,55;16,7;7,51;12,32;11,92
183;16,55;16,7;9,19;11,17;10,77
183;16,55;16,7;10,75;10,66;10,46
183;16,55;16,7;12,42;9,87;9,67
183;16,55;16,7;14,19;6,11;5,91
183;16,55;16,7;15,86;3,63;3,43
184;21,74;20,72;0,12;31,19;22,99
184;21,74;20,72;0,21;27,69;21,69
184;21,74;20,72;0,41;26,29;21,59
184;21,74;20,72;0,62;24,92;20,92
184;21,74;20,72;0,83;24,67;20,87
184;21,74;20,72;1,04;22,57;20,57
184;21,74;20,72;2,07;19,89;18,09
184;21,74;20,72;3,11;18,78;17,48
184;21,74;20,72;5,18;17,41;16,41
184;21,74;20,72;7,25;15,76;15,06
184;21,74;20,72;9,32;14,58;13,78
184;21,74;20,72;11,4;13,4;13,1
184;21,74;20,72;13,47;10,6;10,4
184;21,74;20,72;15,54;8,69;8,49
184;21,74;20,72;17,61;7,32;7,12
184;21,74;20,72;19,68;3,18;2,98
185;25,91;24,57;0,12;37,24;27,24
185;25,91;24,57;0,25;34,06;25,36
185;25,91;24,57;0,49;29,6;23
185;25,91;24,57;0,74;29,13;24,43
185;25,91;24,57;0,98;27,18;22,98
185;25,91;24,57;1,23;26,96;23,16
185;25,91;24,57;2,46;23,52;22,12
185;25,91;24,57;3,69;23,14;19,54
185;25,91;24,57;6,14;20,88;17,58
185;25,91;24,57;8,6;18,49;16,19
185;25,91;24,57;11,06;16,87;15,27
185;25,91;24,57;13,51;15,57;13,97
185;25,91;24,57;15,97;13,31;12,31
185;25,91;24,57;18,43;11,05;10,85
185;25,91;24,57;20,88;7,77;7,57
185;25,91;24,57;23,29;3,5;3,3
186;31,39;22,17;0,08;40,81;34,11
186;31,39;22,17;0,22;37,08;32,48
186;31,39;22,17;0,44;34,76;29,56
186;31,39;22,17;0,67;33,74;29,44
186;31,39;22,17;0,89;32,34;28,04
186;31,39;22,17;1,11;31,8;27,3
186;31,39;22,17;2,22;29,28;26,18
186;31,39;22,17;3,33;27,85;25,75
186;31,39;22,17;5,54;26,23;24,83
186;31,39;22,17;7,76;25,43;24,63
186;31,39;22,17;9,98;21,8;21
186;31,39;22,17;12,19;20,69;19,89
186;31,39;22,17;14,41;19,13;18,53
186;31,39;22,17;16,63;15,92;15,52
186;31,39;22,17;18,84;10,92;10,52
186;31,39;22,17;21,06;3,63;3,43
187;36,92;23,65;0,1;47,75;36,15
187;36,92;23,65;0,24;43;35,4
187;36,92;23,65;0,47;40,62;34,42
187;36,92;23,65;0,71;38,67;32,87
187;36,92;23,65;0,95;37,82;33,82
187;36,92;23,65;1,18;37,4;33,4
187;36,92;23,65;2,37;33,58;31,78
187;36,92;23,65;3,55;32,88;31,38
187;36,92;23,65;5,91;31,35;30,45
187;36,92;23,65;8,28;29,63;29,03
187;36,92;23,65;10,64;27,12;26,52
187;36,92;23,65;13,01;25,02;24,62
187;36,92;23,65;15,37;22,22;21,92
187;36,92;23,65;17,74;18,14;17,94
187;36,92;23,65;20,1;8,59;8,39
187;36,92;23,65;22,47;2,87;2,67
188;41,83;22,92;0,05;52,68;45,98
188;41,83;22,92;0,23;48,7;42
188;41,83;22,92;0,46;46,15;42,35
188;41,83;22,92;0,69;45,26;37,86
188;41,83;22,92;0,92;43,26;37,16
188;41,83;22,92;1,15;42,97;36,07
188;41,83;22,92;2,29;39,09;36,79
188;41,83;22,92;3,44;36,06;34,26
188;41,83;22,92;5,73;33,55;31,85
188;41,83;22,92;8,02;32,5;31,2
188;41,83;22,92;10,31;28,14;27,34
188;41,83;22,92;12,61;27,76;27,06
188;41,83;22,92;14,9;21,58;20,98
188;41,83;22,92;17,19;17,22;17,02
188;41,83;22,92;19,48;7,64;7,44
188;41,83;22,92;21,77;3,76;3,56
189;44,98;25,04;0,12;55,55;42,55
189;44,98;25,04;0,25;53,79;44,29
189;44,98;25,04;0,5;49,82;42,32
189;44,98;25,04;0,75;47,27;41,27
189;44,98;25,04;1;46,6;40,6
189;44,98;25,04;1,25;46,28;40,48
189;44,98;25,04;2,5;40,74;36,64
189;44,98;25,04;3,76;38,87;35,87
189;44,98;25,04;6,26;35,84;33,84
189;44,98;25,04;8,76;34,06;32,66
189;44,98;25,04;11,27;32,82;31,52
189;44,98;25,04;13,77;30,49;29,39
189;44,98;25,04;16,28;26,42;25,62
189;44,98;25,04;18,78;24;23,5
189;44,98;25,04;21,6;10,89;10,49
189;44,98;25,04;23,79;4,58;4,38
190;49,5;23,5;0,12;65,57;55,47
190;49,5;23,5;0,23;55,7;46
190;49,5;23,5;0,47;53,64;44,44
190;49,5;23,5;0,7;51,57;43,37
190;49,5;23,5;0,94;50,93;43,03
190;49,5;23,5;1,17;50,29;43,59
190;49,5;23,5;2,35;44,88;39,98
190;49,5;23,5;3,53;43,04;40,24
190;49,5;23,5;5,88;38,52;36,52
190;49,5;23,5;8,23;36,29;34,69
190;49,5;23,5;10,57;33,3;32,2
190;49,5;23,5;12,93;29,6;28,6
190;49,5;23,5;15,27;26,42;25,72
190;49,5;23,5;17,63;19,67;19,17
190;49,5;23,5;19,98;7,04;6,84
190;49,5;23,5;22,33;3,37;3,17
191;13,53;9;0,03;17,98;12,18
191;13,53;9;0,09;16,62;12,72
191;13,53;9;0,18;16,46;13,86
191;13,53;9;0,27;16,33;13,73
191;13,53;9;0,36;15,88;13,68
191;13,53;9;0,45;15,76;13,76
191;13,53;9;0,9;14,51;12,51
191;13,53;9;1,35;12,48;10,58
191;13,53;9;2,25;9,52;8,12
191;13,53;9;3,15;8,85;7,95
191;13,53;9;4,03;8,12;7,72
191;13,53;9;4,95;7,32;7,12
191;13,53;9;5,85;6,4;6,2
191;13,53;9;6,75;4,68;4,48
191;13,53;9;7,65;3,18;2,98
191;13,53;9;8,55;1,59;1,39
192;18,33;19,1;0,05;22,6;17,5
192;18,33;19,1;0,19;20,98;16,98
192;18,33;19,1;0,38;20,21;17,41
192;18,33;19,1;0,57;19,42;17,02
192;18,33;19,1;0,76;19,13;16,93
192;18,33;19,1;0,95;18,56;16,36
192;18,33;19,1;1,91;17,83;15,83
192;18,33;19,1;2,87;15,28;13,88
192;18,33;19,1;4,78;13,56;12,56
192;18,33;19,1;6,68;12,35;11,75
192;18,33;19,1;8,6;10,92;10,52
192;18,33;19,1;10,51;9,23;9,03
192;18,33;19,1;12,41;7,8;7,6
192;18,33;19,1;14,32;4,9;4,7
192;18,33;19,1;16,24;3,12;2,92
192;18,33;19,1;18,15;1,5;1,3
193;23,33;23,92;0,09;27,85;19,85
193;23,33;23,92;0,24;25,46;17,96
193;23,33;23,92;0,48;24,96;18,96
193;23,33;23,92;0,72;24,76;20,76
193;23,33;23,92;0,96;24,61;22,61
193;23,33;23,92;1,2;23,71;21,91
193;23,33;23,92;2,39;22,09;20,89
193;23,33;23,92;3,59;19,7;18,9
193;23,33;23,92;5,98;18,18;17,38
193;23,33;23,92;8,37;16,46;15,86
193;23,33;23,92;10,76;15,06;14,46
193;23,33;23,92;13,16;13,62;13,02
193;23,33;23,92;15,55;12,76;12,36
193;23,33;23,92;17,94;10,03;9,83
193;23,33;23,92;20,33;7,32;7,12
193;23,33;23,92;22,72;2,87;2,67
194;28,65;17,87;0,07;37,5;25,7
194;28,65;17,87;0,18;35,01;26,11
194;28,65;17,87;0,36;33,04;26,04
194;28,65;17,87;0,54;30,4;24,4
194;28,65;17,87;0,71;29,92;25,12
194;28,65;17,87;0,89;28,81;24,81
194;28,65;17,87;1,79;26,99;23,39
194;28,65;17,87;2,68;25,53;23,43
194;28,65;17,87;4,47;24,35;23,25
194;28,65;17,87;6,25;21,55;20,65
194;28,65;17,87;8,04;19,48;18,88
194;28,65;17,87;9,83;17,51;17,11
194;28,65;17,87;11,62;14,26;13,96
194;28,65;17,87;13,3;11,3;11,1
194;28,65;17,87;15,19;6,37;6,17
194;28,65;17,87;16,98;2,45;2,25
195;30,27;22,62;0,09;42,88;29,38
195;30,27;22,62;0,23;36,7;28,7
195;30,27;22,62;0,45;33,39;26,39
195;30,27;22,62;0,68;32,21;27,71
195;30,27;22,62;0,9;31,58;27,28
195;30,27;22,62;1,13;30,37;26,37
195;30,27;22,62;2,26;27,95;26,25
195;30,27;22,62;3,39;26,64;25,24
195;30,27;22,62;5,66;24,64;23,74
195;30,27;22,62;7,92;22,38;21,58
195;30,27;22,62;10,18;20,85;20,35
195;30,27;22,62;12,44;19,32;18,92
195;30,27;22,62;14,7;15,88;15,58
195;30,27;22,62;16,97;12,16;11,96
195;30,27;22,62;19,23;8,47;8,27
195;30,27;22,62;21,39;3,31;3,11
196;38,04;23,6;0,15;49,02;38,72
196;38,04;23,6;0,24;45,52;37,52
196;38,04;23,6;0,47;42,65;36,65
196;38,04;23,6;0,71;40,9;36,1
196;38,04;23,6;0,94;39,69;35,59
196;38,04;23,6;1,18;39,15;35,25
196;38,04;23,6;2,36;36,76;33,66
196;38,04;23,6;3,54;34,76;32,36
196;38,04;23,6;5,9;32,56;30,66
196;38,04;23,6;8,26;30,4;29
196;38,04;23,6;10,62;26,93;25,83
196;38,04;23,6;12,98;22,98;22,08
196;38,04;23,6;15,34;19,67;19,07
196;38,04;23,6;16,6;14,77;14,27
196;38,04;23,6;20,06;9,04;8,74
196;38,04;23,6;22,42;4,04;3,84
197;43,07;25,59;0,19;59,94;48,44
197;43,07;25,59;0,26;51,88;40,58
197;43,07;25,59;0,51;49,18;39,18
197;43,07;25,59;0,77;45,01;36,01
197;43,07;25,59;1,02;43,61;35,61
197;43,07;25,59;1,3;43,07;36,07
197;43,07;25,59;2,56;38,99;34,29
197;43,07;25,59;3,84;37,15;35,15
197;43,07;25,59;6,4;33,74;32,94
197;43,07;25,59;8,96;32,63;31,83
197;43,07;25,59;11,52;29,41;28,81
197;43,07;25,59;14,07;25,94;25,54
197;43,07;25,59;16,63;23,33;23,13
197;43,07;25,59;19,19;20,12;19,92
197;43,07;25,59;21,75;11,84;11,64
197;43,07;25,59;24,31;4,07;3,87
198;46,22;20,16;0,08;60,16;45,16
198;46,22;20,16;0,2;53,48;45,48
198;46,22;20,16;0,4;50,13;43,63
198;46,22;20,16;0,6;48,38;42,38
198;46,22;20,16;0,81;47,11;41,31
198;46,22;20,16;1,01;46,47;41,17
198;46,22;20,16;2,02;42,49;38,49
198;46,22;20,16;3,02;41,95;37,95
198;46,22;20,16;5,04;38,1;34,9
198;46,22;20,16;7,06;36,7;34,9
198;46,22;20,16;9,07;34,31;33,31
198;46,22;20,16;11,09;31,86;31,26
198;46,22;20,16;13,1;27,69;27,29
198;46,22;20,16;15,12;23,75;23,55
198;46,22;20,16;17,14;10,19;9,99
198;46,22;20,16;19,15;2,93;2,73
200;10,12;10,42;0,06;13,59;9,39
200;10,12;10,42;0,1;11,75;8,25
200;10,12;10,42;0,21;11,62;8,52
200;10,12;10,42;0,31;11,14;8,64
200;10,12;10,42;0,42;10,66;8,46
200;10,12;10,42;0,52;10,54;8,64
200;10,12;10,42;1,04;10,12;8,52
200;10,12;10,42;1,56;9,3;8,3
200;10,12;10,42;2,61;8,44;7,84
200;10,12;10,42;3,65;7,61;7,01
200;10,12;10,42;4,69;7;6,5
200;10,12;10,42;5,73;6,33;5,93
200;10,12;10,42;6,77;5,19;4,99
200;10,12;10,42;7,82;3,98;3,78
200;10,12;10,42;8,86;2,52;2,32
200;10,12;10,42;9,9;1,37;1,17
202;19,45;13,65;0,05;27,69;20,79
202;19,45;13,65;0,14;24,35;17,55
202;19,45;13,65;0,27;23,24;16,54
202;19,45;13,65;0,41;22,28;16,18
202;19,45;13,65;0,55;22,12;16,82
202;19,45;13,65;0,68;21,45;16,35
202;19,45;13,65;1,37;18,46;13,96
202;19,45;13,65;2,05;17,51;15,01
202;19,45;13,65;3,41;15,02;13,22
202;19,45;13,65;4,78;13,75;12,85
202;19,45;13,65;6,14;12,22;11,52
202;19,45;13,65;7,51;10,66;10,06
202;19,45;13,65;8,87;9,93;9,53
202;19,45;13,65;10,24;7,13;6,93
202;19,45;13,65;11,6;4,27;4,07
202;19,45;13,65;12,97;1,75;1,55
203;27,76;23,5;0,04;38,26;31,26
203;27,76;23,5;0,23;31,51;27,31
203;27,76;23,5;0,47;29,83;27,03
203;27,76;23,5;0,7;29,16;26,76
203;27,76;23,5;0,94;28,52;26,52
203;27,76;23,5;1,17;27,79;25,89
203;27,76;23,5;2,35;26,42;24,82
203;27,76;23,5;3,53;24,92;23,52
203;27,76;23,5;5,88;23,52;22,52
203;27,76;23,5;8,23;21,74;21,04
203;27,76;23,5;10,57;20,28;19,68
203;27,76;23,5;12,93;18,27;17,97
203;27,76;23,5;15,27;16,17;16,07
203;27,76;23,5;17,63;12,25;12,05
203;27,76;23,5;19,98;8,4;8,2
203;27,76;23,5;22,33;3,25;3,05
204;30,14;19,47;0,13;44,95;33,45
204;30,14;19,47;0,19;38,67;29,67
204;30,14;19,47;0,39;36,83;28,83
204;30,14;19,47;0,58;34,85;27,85
204;30,14;19,47;0,78;32,85;25,85
204;30,14;19,47;0,97;31,86;24,86
204;30,14;19,47;1,95;28,04;25,04
204;30,14;19,47;2,92;25,27;23,27
204;30,14;19,47;4,87;24,48;22,88
204;30,14;19,47;6,81;23,78;22,78
204;30,14;19,47;8,76;21,65;21,05
204;30,14;19,47;10,71;20,21;19,81
204;30,14;19,47;12,66;17,03;16,83
204;30,14;19,47;14,6;13,31;13,11
204;30,14;19,47;16,55;6,97;6,77
204;30,14;19,47;18,5;2,64;2,44
205;36,67;27;0,07;48,7;41,2
205;36,67;27;0,27;38,77;33,17
205;36,67;27;0,54;37,08;32,38
205;36,67;27;0,81;36,92;32,52
205;36,67;27;1,08;36,67;32,77
205;36,67;27;1,35;35,17;31,47
205;36,67;27;2,7;33,42;30,52
205;36,67;27;4,05;33,1;30,7
205;36,67;27;6,75;30,24;26,94
205;36,67;27;9,45;29,92;28,12
205;36,67;27;12,15;25,15;23,65
205;36,67;27;14,85;23,05;22,25
205;36,67;27;17,55;19,58;19,08
205;36,67;27;20,25;18,33;17,93
205;36,67;27;22,97;10,19;9,99
205;36,67;27;25,65;2,87;2,67
206;40,43;22,88;0,1;48,7;37,7
206;40,43;22,88;0,23;43,04;37,24
206;40,43;22,88;0,46;42,18;37,68
206;40,43;22,88;0,69;41,83;37,73
206;40,43;22,88;0,92;40,74;36,84
206;40,43;22,88;1,14;40,58;36,88
206;40,43;22,88;2,29;38,48;35,68
206;40,43;22,88;3,43;35,87;33,77
206;40,43;22,88;5,72;34,66;32,76
206;40,43;22,88;8,01;32,88;31,38
206;40,43;22,88;10,3;31,8;30,7
206;40,43;22,88;12,58;31,16;30,26
206;40,43;22,88;14,87;25,27;24,57
206;40,43;22,88;17,16;20,34;19,84
206;40,43;22,88;19,45;12,48;12,18
206;40,43;22,88;21,74;2,99;2,79
207;45,65;26,91;0,06;54,4;38
207;45,65;26,91;0,27;49,66;36,66
207;45,65;26,91;0,54;49,34;37,34
207;45,65;26,91;0,81;46,7;34,7
207;45,65;26,91;1,08;45,8;35,8
207;45,65;26,91;1,35;44,82;34,82
207;45,65;26,91;2,69;38,83;32,13
207;45,65;26,91;4,04;37,43;33,43
207;45,65;26,91;6,73;34,66;31,56
207;45,65;26,91;9,42;32,44;30,44
207;45,65;26,91;12,11;29,73;28,53
207;45,65;26,91;14,8;26,9;25,9
207;45,65;26,91;17,49;23,55;22,55
207;45,65;26,91;20,18;18,49;17,89
207;45,65;26,91;22,87;11,14;10,94
207;45,65;26,91;25,56;3,5;3,3
208;52,9;26,45;0,15;65,83;54,23
208;52,9;26,45;0,26;60,16;52,16
208;52,9;26,45;0,53;56,66;49,36
208;52,9;26,45;0,79;56,02;49,92
208;52,9;26,45;1,06;53,79;48,19
208;52,9;26,45;1,3;52,9;48,2
208;52,9;26,45;2,64;49,82;45,12
208;52,9;26,45;3,97;47,01;42,91
208;52,9;26,45;6,61;43,8;40,2
208;52,9;26,45;9,26;40,84;38,04
208;52,9;26,45;11,9;38,55;36,35
208;52,9;26,45;14,55;35,05;33,05
208;52,9;26,45;17,19;34,54;32,84
208;52,9;26,45;19,84;23,27;21,77
208;52,9;26,45;22,48;12,61;11,91
208;52,9;26,45;25,13;3,02;2,82
209;16,2;12,4;0,07;22,09;15,59
209;16,2;12,4;0,12;20,02;14,12
209;16,2;12,4;0,25;18,78;13,68
209;16,2;12,4;0,37;18,33;14,03
209;16,2;12,4;0,5;18,14;15,14
209;16,2;12,4;0,62;17,73;15,03
209;16,2;12,4;1,24;16,27;14,37
209;16,2;12,4;1,86;15,12;13,42
209;16,2;12,4;3,1;14,1;12,5
209;16,2;12,4;4,34;12,51;11,51
209;16,2;12,4;5,58;11,17;10,37
209;16,2;12,4;6,82;10;9,5
209;16,2;12,4;8,08;8,09;7,89
209;16,2;12,4;9,3;6,11;5,91
209;16,2;12,4;10,54;3,72;3,52
209;16,2;12,4;11,78;1,75;1,55
210;40,33;21,05;0,16;53,48;37,98
210;40,33;21,05;0,21;47,59;35,59
210;40,33;21,05;0,42;46,06;34,46
210;40,33;21,05;0,63;45,2;35,8
210;40,33;21,05;0,84;43,35;34,15
210;40,33;21,05;1,05;41,99;32,99
210;40,33;21,05;2,11;38,01;30,01
210;40,33;21,05;3,16;34,92;31,32
210;40,33;21,05;5,26;33,1;30,7
210;40,33;21,05;7,37;29,6;28
210;40,33;21,05;9,47;27,28;26,28
210;40,33;21,05;11,53;25,97;25,37
210;40,33;21,05;13,68;20,15;19,75
210;40,33;21,05;15,79;15,37;15,17
210;40,33;21,05;17,89;10,19;9,99
210;40,33;21,05;20;3,18;2,98
211;36,61;18,61;0,08;50,83;39,83
211;36,61;18,61;0,19;45,84;39,84
211;36,61;18,61;0,37;45,26;39,26
211;36,61;18,61;0,56;39,88;33,88
211;36,61;18,61;0,74;38,52;34,52
211;36,61;18,61;0,93;36,83;32,83
211;36,61;18,61;1,86;36,38;32,38
211;36,61;18,61;2,79;33,1;31
211;36,61;18,61;4,65;30,05;29,05
211;36,61;18,61;6,51;28,39;27,79
211;36,61;18,61;8,37;27,53;27,13
211;36,61;18,61;10,24;25,5;25,2
211;36,61;18,61;12,1;24,35;24,15
211;36,61;18,61;13,96;17,06;16,86
211;36,61;18,61;15,82;7,19;6,99
211;36,61;18,61;17,68;2,61;2,41
212;47,46;23,63;0,06;59,46;46,46
212;47,46;23,63;0,24;53,79;42,79
212;47,46;23,63;0,47;51,57;41,57
212;47,46;23,63;0,71;49,18;39,18
212;47,46;23,63;0,95;48,45;40,45
212;47,46;23,63;1,18;47,78;40,78
212;47,46;23,63;2,36;43,29;39,29
212;47,46;23,63;3,54;41,79;38,19
212;47,46;23,63;5,91;38,87;35,87
212;47,46;23,63;8,27;34,7;32,3
212;47,46;23,63;10,7;32,79;30,69
212;47,46;23,63;13;29,6;27,8
212;47,46;23,63;15,36;23,78;22,58
212;47,46;23,63;17,72;19,58;18,58
212;47,46;23,63;20,09;11,27;10,87
212;47,46;23,63;22,45;2,83;2,63
213;12,83;14,02;0,06;19;14,1
213;12,83;14,02;0,14;15,28;12,88
213;12,83;14,02;0,28;14,23;12,03
213;12,83;14,02;0,42;13,72;11,72
213;12,83;14,02;0,56;13,46;11,66
213;12,83;14,02;0,7;12,92;11,72
213;12,83;14,02;1,4;12;11
213;12,83;14,02;2,1;11,68;10,78
213;12,83;14,02;3,51;10,7;10,3
213;12,83;14,02;4,91;10,06;9,66
213;12,83;14,02;6,31;9,55;9,35
